image2,percentSelf,old,sham,RT_Self1.thisRepN,RT_Self1.thisTrialN,RT_Self1.thisN,RT_Self1.thisIndex,Other1.thisRepN,Other1.thisTrialN,Other1.thisN,Other1.thisIndex,RT_Self2.thisRepN,RT_Self2.thisTrialN,RT_Self2.thisN,RT_Self2.thisIndex,Other2.thisRepN,Other2.thisTrialN,Other2.thisN,Other2.thisIndex,RT_Self3.thisRepN,RT_Self3.thisTrialN,RT_Self3.thisN,RT_Self3.thisIndex,Other3.thisRepN,Other3.thisTrialN,Other3.thisN,Other3.thisIndex,RT_Self4.thisRepN,RT_Self4.thisTrialN,RT_Self4.thisN,RT_Self4.thisIndex,Other4.thisRepN,Other4.thisTrialN,Other4.thisN,Other4.thisIndex,spacebar.keys,spacebar.rt,trigger1.keys,trigger1.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
CurrentSubject2/ha01.jpg,1,CurrentSubject2/ha01.jpg,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,19,,,,,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha01.jpg,0.9,CurrentSubject2/ha03.jpg,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,17,,,,,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha01.jpg,0.9,CurrentSubject2/ha03.jpg,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,5,,,,,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha01.jpg,0.85,CurrentSubject2/ha04.jpg,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,12,,,,,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha01.jpg,0.75,CurrentSubject2/ha06.jpg,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,0,,,,,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.41323270337,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.05,CurrentSubject2/ha20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.05,CurrentSubject2/ha20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.2,CurrentSubject2/ha17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.25,CurrentSubject2/ha16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.15,CurrentSubject2/ha18.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,9,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.15,CurrentSubject2/ha18.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0,CurrentSubject2/ha21.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,11,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0,CurrentSubject2/ha21.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.05,CurrentSubject2/ha20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,10,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.2,CurrentSubject2/ha17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,2,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.1,CurrentSubject2/ha19.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,8,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
CurrentSubject2/ha21.jpg,0.1,CurrentSubject2/ha19.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,4,,,,,,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,2017_Jun_16_1333,59.936349711,ESOM_task_v1_nocontrol_MURFI,001,3046,
